T,AP,RH,V,EP
10.11,1015.19,90.74,39.35,479.83
17.37,1016,86.59,57.76,456.4
20.92,1021.15,49.76,49.15,455.32
22.82,1020.78,66.73,64.63,449.34
23.55,1006,76.46,51.95,449.54
30.47,1010.91,46.94,70.83,444.39
13.16,1021.99,77.91,40.71,475.87
6.25,1010.98,83.45,39.64,483.43
16.98,1013.95,82.8,53.16,458.93
27.5,1010.38,73.44,68.24,430.9
24.39,1012.59,80.88,63.21,446.4
14.69,1018.01,73.4,54.3,462.63
26.31,1001.16,88.43,72.39,434.53
14.85,1014.04,89.85,58.59,454.62
21.95,1010.29,74.67,59.43,442.84
31.91,1008.76,53.22,67.83,425.28
16.2,1013.97,89.84,65.46,451.86
27.35,1012.14,74.14,77.95,431.72
8.73,1020.54,91.37,41.26,476.42
14.13,1016.72,64.85,53.82,467.08
13.18,1016.81,86.71,40.24,469.35
10.74,1021.74,94.97,40.92,466.77
6.28,1013.72,88.13,43.02,487.17
6.04,1027.92,87.12,41.14,481.37
16.78,1017.74,96.24,58.95,450.02
14.99,1004.56,98.9,41.35,466.85
26.26,1013.58,52.72,65.06,440.92
32.09,1003.73,55.65,70.4,434.64
22.88,1009.63,87.82,63.91,442.5
21.95,1012.91,69.36,68.08,443.93
26.65,1015.32,53.95,63.78,440.26
12.57,1019.57,72.44,39.3,473.67
15.67,1004.1,77.93,41.1,466.45
27.97,1010.4,57.24,69.48,432.18
13.76,1008.89,87.27,45.87,463.5
26.91,1007.55,72.59,70.47,434.24
25.18,1006.71,89.86,71.98,432.88
23.27,1020.98,71.18,64.15,452.26
23.2,1012,89.92,73.17,438.64
18.55,1004.45,86.82,52.84,450.23
7.23,1015.23,98.04,41.22,483.31
7.3,1020.85,77.83,39.72,485.1
13.93,1011.8,82.64,39.64,470.84
20.33,1016.47,75.35,57.76,450.25
32.2,1008.61,69.94,72.29,432.52
13.16,1016.43,79.47,43.41,465.6
27.26,1012.58,74.83,73.18,429.92
12.45,1013.61,91.34,43.67,474.27
12.04,1018.07,81.28,40.23,472.7
28.12,1011.49,80.16,73.42,435.46
27.21,1013.83,43.26,67.45,436.47
26.97,1009.43,53.96,64.45,443.75
26.99,1008,76.1,72.99,430.81
21.25,1006.9,55.76,67.71,444.98
30.33,1006,54.99,68.67,435.53
15.37,1019.02,98.2,50.59,463.35
25.8,1008,52.56,44.57,450.48
24.97,1011.08,58.94,68.61,447.83
15.98,1009.31,81.21,39.64,467.22
24.82,1010.5,64.67,71.94,438.69
21.32,1012.23,59.94,45.01,452.75
8.28,1023.29,79.44,40.56,486.4
27.22,1005.73,57.29,67.9,441.22
26.94,1011.68,41.3,62.91,449.1
18.86,1007.28,78.47,46.48,452
9.61,1008.3,91.36,44.03,473.54
26.2,1011.42,47.82,65.18,440.07
12.31,1011.15,77.34,44.78,468.29
16.48,1011.84,64.16,48.92,458.67
14.07,1007.57,96.05,42.99,468.87
25.19,1012.78,75.15,63.94,438.73
15.41,1012.6,86.74,42.44,472.28
13.16,1024.44,85.68,43.71,469.06
18.63,1007.98,79.9,45.87,453.79
16.94,1018.75,94.22,50.59,460.64
14.85,1009.37,84.65,45.87,462.67
24.56,1013.79,82.38,63.21,444.34
23.13,1010.92,92.3,72.24,437.67
26.84,1006.6,79.12,71.94,427.2
9.36,1010.3,87.2,44.03,474.68
30.19,1017.22,42.47,64.79,438.41
14.78,1015.32,84.75,42.86,471.17
18.6,1003.27,84.21,68.28,446.98
7.19,1011.45,90.65,39.4,483.04
29.15,1011.43,66.49,73.42,432.26
15.23,1020.17,85.02,37.87,464.02
9.19,1022.14,98.98,41.01,468.37
16.38,1013.6,73.67,46.97,459.87
18.23,1016.74,78.85,60.95,455.53
24.62,1010.55,72.71,70.47,435.88
5.72,1009.96,95.4,39.33,490.76
23.19,1005.67,65.19,67.07,442.45
13.21,1018.12,64.49,40.56,475.86
9.77,1027.72,74.98,34.69,477.51
30.82,1006.47,58.79,70.36,439.16
23.63,1016.45,69.97,58.62,445.51
24.66,1018.39,71.79,48.78,449.11
8.83,1025.37,94.36,41.14,474.51
14.79,1007.46,92.4,46.48,462.55
3.69,1016.74,82.87,38.44,490.78
24.03,1012.19,69.15,66.54,438.08
13.23,1018.02,97.49,42.34,462.21
25.79,1007.89,81.38,67.17,440.75
25.72,1012.37,66.62,59.21,437.72
11.8,1020,65.85,41.54,476.12
16.52,1017.51,67.65,42.24,469.13
23.51,1016.1,69.79,63.78,446.58
25.25,1015.54,70.76,58.46,444.05
19.82,1016.76,74.66,58.16,455.5
11.73,1008.24,65.13,37.92,472.04
27.96,1011.11,71.93,73.42,435.93
25.59,1007.88,82.98,72.43,432.49
22.61,1019.12,66.12,59.87,441.2
23.03,1016.29,69.8,65.12,447.84
26.38,1009.14,51.79,44.89,442.13
31.52,1008.31,57.35,76.2,435.31
20.36,1011.21,84.79,60.1,454.25
13.55,1016.08,67.25,43.48,464.33
25.44,1012.57,87.65,61.25,441.77
11.09,1020.99,91.09,41.58,464.81
25.36,1015.06,66.11,60.07,439.73
30.68,1010.81,61.4,71.8,435.4
25.48,1017.55,51.22,60.29,443.77
29.79,1008.5,48.51,62.66,440.27
8.37,1010.36,93.26,39.99,482.31
8.49,1016.93,85.63,43.69,483.62
26.85,1008.66,93.8,74.16,431.16
29.34,1005.19,75.19,71.98,428.24
21.11,1015.38,77.78,58.12,453.28
21.12,1020.83,69.96,62.96,454.65
15.03,1015.26,56.55,35.71,467.61
23.74,1019.65,63.39,62.96,449.48
32.96,1008.86,40.23,69.75,435.56
20.23,1012.15,47.49,52.05,457.57
22.46,1013.21,68.68,58.33,445.9
11.54,1022.77,80.79,45,482.34
24.62,1010.45,75.18,68.31,448.58
10.12,1005.78,62.34,41.55,475.46
15.67,1015.76,66.29,38.62,463.17
21.96,1004.87,76.27,48.6,446.56
11.82,1019.96,67.65,41.54,476.97
19.8,1008.25,91.98,51.19,446.66
22.32,1014.35,82.98,64.27,446.62
19.75,1009.38,92.89,49.02,446.63
25.48,1016.12,53.66,65.12,447.85
14.84,1017.47,79.27,42.03,466.2
21.38,1012.49,53.77,49.21,449.66
18.67,1005.12,82.97,47.83,454.47
26.27,1013.81,60.43,58.33,438.82
27.23,1014.3,47.19,63.9,443.61
20.87,1012.27,79.51,63.31,446.7
19.4,1007.96,63.38,39.53,457.17
21.97,1016.09,73.29,65.61,447.05
17.16,1000.26,72.21,40.55,461.58
13.62,1017.87,89.67,42.34,464.79
13.9,1025.1,87.17,44,466.24
9.45,1023.08,75.81,39.04,483.66
23.66,1022.42,64.13,62.08,447.06
26.91,1010.75,59.48,70.02,445.31
23.04,1005.44,92.86,74.99,437.65
26.93,1005.65,60.26,67.07,437.76
24.59,1005.31,76.81,60.37,438.09
34.63,1011.7,31.45,74.33,428.54
20.48,1017.16,72.1,60.29,455.51
26.55,1009.88,79.54,60.23,438.95
10.74,1011.75,80.1,43.67,477.32
12.28,1012.69,70.23,43.67,475.08
10.8,1013.79,81.96,41.66,475.51
26.26,1009.59,80.06,71.73,430.79
24.9,1006.24,85.25,71.77,427.77
28.41,1010.29,72.09,74.16,439.2
22.72,1012.63,82.14,63.73,448.56
33.4,1013.29,47.78,69.98,432.44
26.35,1013.24,73.63,59.87,447.26
24.58,1008.85,79.32,49.02,442.47
12.76,1015.35,78.18,42.32,466.15
9.64,1012.9,83.82,39.85,478.37
10.91,1026.57,74.24,41.04,469.53
12.27,1019.39,52.18,41.17,473.84
28.4,1013.65,48.6,74.93,442.23
11.04,1017.53,83.42,45.51,474.45
20.75,1017.91,86.06,60.77,448.58
21.31,1002.46,73.42,69.05,440.97
25.4,1013.11,53.93,65.34,445.82
25.95,1014.36,52.54,65.61,443.88
27.44,1010.76,68.67,65.59,441.08
18.42,1016.95,86.77,58.95,452.1
17.48,1014.02,80.78,46.21,455.35
13.87,1006.76,89.14,49.83,462.46
10.06,1020.87,74.01,39.61,476.92
23.21,1011.78,76.66,62.44,442.47
21.44,1015.2,81.1,60.32,448.84
26.73,1010.75,66.83,68.84,440.45
30.96,1013.63,49.64,64.44,437.61
14.6,1023.58,88.21,44.84,464.88
20.28,1016.04,74.66,63.86,447.26
15.47,1001.13,77.61,38.73,467.96
11.71,1014.49,86.09,40.05,471.49
25.77,1010.99,73.58,68.08,433.46
18.13,1012.9,78.84,66.86,454.85
11.2,1019.24,64.59,35.76,473.33
9.78,1022.25,69.64,43.8,477.22
23.85,1009.99,82.72,74.22,441.66
16.7,1014.86,94.87,50.66,457.74
28.41,1008.22,57.93,66.91,440.52
29.64,1009.99,51.23,67.79,440.74
24.39,1009.73,72.24,71.85,438.2
32.39,1008.53,61.09,74.16,431.17
31.56,1008.91,64.16,66.44,430.11
17.72,1013.26,65.09,48.14,457.44
30.85,1014.53,32.99,67.45,430.8
13.19,1023.67,66.78,39.18,469.62
33.79,1001.62,40.13,69.05,435.1
13.99,1023.83,77.92,45,472.55
24.78,1008.08,65.4,57.19,443.62
17.82,1014.24,77.73,56.89,453.83
24.9,1017.77,66.17,67.25,433.71
11.46,1014.3,63.24,44.85,475.33
28.68,1008.51,45.73,70.32,430.48
18.2,1013.82,68.14,45.01,452.21
23.5,1008.7,57.7,50.78,445.09
10.34,1020.07,79.17,41.74,480.84
15.64,1014.39,76.93,38.28,466.51
13.55,1007.58,97.55,42.99,470.82
26.18,1012.92,55.7,68.08,436.51
10.81,1023.45,85.89,45,482.63
28.09,1013.27,51.96,65.27,440
25.32,1011.56,80.1,61.25,436.67
29.23,1007.04,63.47,72.99,431
9,1020.25,81.32,43.13,481.09
17.29,1024.71,62.32,52.72,467.23
13.92,1012.5,80.28,39.58,465.67
30.15,1009.37,50.64,72.51,443.72
23.96,1011.81,71.81,51.3,451.11
17.34,1015.84,74.88,44.06,458.5
14.02,1028.02,68.97,44.47,465.93
29.12,1009.85,62.51,74.87,435.51
10.22,1010.72,63.05,39.64,477.22
27.74,1010.05,60.82,74.78,436.87
16.5,1003.05,65.99,39.72,459.06
20.46,1018.42,85.89,59.21,445.22
27.51,1009.43,76.92,71.29,430.42
13.1,1007.29,92.79,49.83,466.08
31.07,1011.74,65.91,70.32,436.16
10.79,1015.15,73.01,43.56,479.64
22.57,1013.49,81.61,63.94,443.58
33.63,1004.02,53.6,70.4,430.05
22.56,1006.72,54.82,47.43,448.65
20.65,1012.76,45.27,41.67,455.5
24.31,1011.5,61.61,65.94,442.69
25.61,1008.62,54.51,47.43,442.96
9.41,1019.48,82.19,41.54,481.59
6.61,1013.57,91.8,36.24,483.12
13.53,1004.86,85.38,38.73,472.46
10.2,1020.23,84.54,41.46,481.46
9.26,1021.18,84.58,39.61,480.38
12.02,1016.12,74.07,43.69,477.74
14.74,1024.35,81.53,43.71,465.49
8.35,1016.2,85.23,43.79,484.21
19.35,1002.5,51.24,39.72,455.29
26.74,1013.96,51.82,69.89,436.02
12.17,1013.89,88.98,41.58,463.03
13.91,1014.69,75.51,39.35,469.02
16.15,1016.54,81.58,41.85,466.56
28.31,1005.75,50.17,50.05,436.75
32.87,1009.54,59.85,70.8,433.1
29.48,1000.67,79.35,73.21,433.53
29.23,1009,71.41,69.59,437.95
7.71,1021.53,95.48,40.71,471.38
26,1009.61,74.66,70.47,435.05
31.41,1011.1,57.05,74.16,434.88
5.28,1008.25,97.88,45.87,479.91
10.19,1020.58,91.64,44.63,472.45
10.35,1005.09,92.42,40.27,477.8
13.72,1017.89,79.08,54.3,467.05
10.96,1013.46,79.54,37.5,471.05
19.36,1008.97,58.92,39.54,458.75
31.23,1004.93,46.19,75.08,439.14
32.77,1007.68,42.39,71.32,436.95
23.35,1005.99,90.79,71.77,434.6
24.99,1006.95,79.63,51.43,441.45
26.53,1009.88,76.26,69.71,446.17
18.62,1018.45,73.39,65.48,451.94
16.72,1015.46,66.9,53.82,458.25
21.07,1004.64,86.16,67.07,446.05
31.08,1010.76,60.49,59.57,442.88
22.85,1018.05,67.12,60.08,452.5
22.99,1013.93,78.77,56.57,445.44
11.12,1025.58,93.52,44.92,470.82
16.63,1012.25,75.09,43.77,458.66
28.85,1011.69,51.8,59.27,440.3
29.97,1007.44,53.26,70.32,428.42
30.73,1015,58.9,69.89,426.79
27.17,1011.38,65.32,61.02,437.06
30.15,1007.2,73.67,69.88,434.75
13.18,1007.67,95.44,40.83,472.36
28.44,1003.25,68.24,69.84,426.69
34.4,1009.83,57.86,77.95,430.87
23.1,1017.69,65.44,60.08,451.01
28.08,1016.16,58.08,59.14,438.83
30.92,1010.11,72.47,80.18,432.35
26.47,1009.51,65.02,69.51,433.89
7.97,1018.51,65.17,39.04,483.3
30.07,1007.74,75.68,70.98,437.55
20.31,1009.7,86.53,69.94,446.87
13.65,1012.97,79.64,39.28,471.91
24.1,1008.2,61.81,60.29,449.79
32.23,1000.61,55.1,69.13,426.9
17.69,1019.31,61.12,44.34,464.13
5.42,1020.77,86.02,41.38,491.38
32.89,1014.45,52.34,73.68,426.46
26.59,1009.97,70.09,59.92,438.22
28.74,1011.53,48.6,71.14,430.12
9,1027.11,75.89,36.3,480.31
18.5,1015,66.81,46.93,455.63
32.21,1008.25,58.09,71.85,429.15
18.31,1010.46,82.15,46.21,451.75
27.14,1012.71,54.4,64.27,441.68
26.22,1015.48,55.8,49.82,454.2
22.72,1005.96,83.9,69.84,436.7
10.63,1008.37,92.68,42.28,474.97
19.39,1011.06,94.35,51.43,456.25
26.85,1001.2,90.13,73.77,431.24
9.74,1019.12,98.39,41.01,465.8
16.34,1008.08,52.8,42.28,463.29
18.36,1019.9,79.09,62.1,453.5
8.03,1020.47,60.67,37.8,481.51
7.34,1023.01,80.08,40.72,483.92
28.17,1007.37,68.92,72.43,428.88
23.92,1009.93,62.37,66.54,441.9
12.17,1013.59,88.62,40.6,473.76
29.13,1009.61,67.49,70.72,436.9
26.09,1017.72,50.83,60.29,444.71
19.08,1001.96,62.77,41.1,458.94
20.5,1009,91.79,51.19,445.35
23,1014.15,66.68,49.5,454.44
26.08,1012.32,89,70.32,434.24
31.27,1009.45,57.01,69.13,425.48
25.69,1012.64,86.35,73.18,432.82
10.16,1028.13,86.39,40.8,477.49
30.49,1011.34,66.33,70.32,434.76
28.45,1013.07,39.46,69.23,436.96
22.04,1013.11,85.22,58.05,447.28
13.18,1017.75,82.29,40.03,470.88
31.41,1007.68,70.49,76.09,430.81
11.3,1008.66,96.18,25.36,471.19
24.22,1013.23,74.96,68.51,440.01
16.21,995.88,80,41.23,463.09
14.55,1018.58,80.8,41.7,454.14
15.04,1004.29,99.1,41.35,467.96
22.21,1008.34,76.22,61.5,445.77
30.16,1010.74,58.99,73.17,434.43
13.34,1011.48,86.66,41.79,461.12
21.18,1010.27,96.46,70.02,442.51
8.54,1019.75,71.24,38.08,478.31
12.2,1018.07,54.83,39.72,471.33
13.47,1017.56,93.23,44.88,476.67
16.73,1016.25,73.58,43.79,468.87
17.99,1009.98,100.09,50.16,451.38
20.1,1018.46,80.87,58.95,446.7
20.82,1004.13,79.42,52.84,449.59
14.28,1020.06,81.77,42.77,466.75
15.31,1016.46,84.64,40.66,458.26
12.62,1019.06,74.78,34.03,471.55
16.1,1013.58,74.41,36.71,471.46
14.46,1009.21,84.09,45.87,464.5
13.96,1022.65,73.08,40.92,460.95
24.54,1013.02,55.18,48.06,443.67
31.27,1003.27,71.48,73.77,430.32
27.15,1007.57,74.42,73.9,433.09
31.21,1008.57,65.76,66.44,430.7
9.48,1023.29,92.9,44.68,478.66
21.16,1016.99,72.79,65.48,446.37
21.87,1011.13,92.22,61.45,445.21
15.35,1016.3,57.12,35.4,468.94
16.07,1006.99,86.49,47.83,458.18
31.2,1010.28,53.23,73.17,431.23
27.71,1016.85,58.77,66.93,447.06
6.98,1011.92,94.72,40.35,484.19
28.54,1000.09,74.67,76.86,433.35
10.22,1018.27,93.62,45.01,474.32
11.87,1023.42,79.5,36.43,474.17
23.21,1009.68,88.46,74.22,440.46
25.95,1010.05,76.05,59.92,443.93
11.21,1016.45,86.14,40.75,479.2
32.45,1011.21,50.18,66.44,429.99
19.09,1012.53,81.06,65.94,446.34
24.04,1017.62,75.23,60.77,442.25
25.1,1010.01,79.41,74.87,439.93
27.04,1013.33,52.37,65.06,439.84
14.4,1015.47,77.7,42.18,464.81
26.6,1011.97,61.3,63.07,442.25
5.25,1013.75,89.67,42.85,477.78
19.97,1008.75,92.7,50.78,446.57
22.23,1013.09,58.02,46.93,448.27
8.67,1026.8,84.36,36.66,480.38
22.08,1018.42,58.46,55.5,455.79
5.56,1006.99,96.48,45.87,476.61
11.02,1013.51,95.66,38.28,472.11
16.52,1015.08,58.36,43.7,466.73
27.54,1007.44,75.91,74.22,430.72
15.79,1014.4,74.84,38.28,465.64
31.45,1007.56,64.79,68.27,430.81
21.8,1012.07,89.51,51.3,450.25
23.25,1009.17,89.85,72.99,438.51
19.46,1013.77,89.62,46.33,452.11
26.86,1007.18,72.38,70.47,434.59
25.44,1013.82,55.72,65.06,440.09
28.35,1009.22,47.13,70.32,427.21
14.81,1015.1,60.72,43.7,469.5
6.07,1019.25,83.39,38.91,483.56
22.77,1009.67,94.09,59.92,437.9
16.31,1003.98,98.62,68.28,450.33
30.93,1009.81,41.46,61.5,437.35
29.31,1010.49,53.97,64.84,442.11
26.05,1013.69,56.46,65.27,440.75
25.69,1011.38,74.08,62.26,436.36
22.1,1014.56,71.5,65.06,442.18
11,1019.08,86.5,40.23,475.9
33.26,1012.49,52.68,68.51,429.38
11.91,1014.41,83.71,40.69,476.71
24.23,1011.91,71.79,59.04,443.06
24.35,1012.2,85.88,73.17,435.66
26.65,1008.27,94.54,74.16,431.47
28.24,1013.4,64.87,65.74,438.47
24.79,1017.07,68.23,75.6,440.05
24.43,1015.59,59.99,60.07,444.71
9.16,1021.3,76.08,41.03,484.96
2.64,1011.02,85.24,39.64,481.29
11.7,1019.58,87.49,41.16,464.12
15.93,1024.57,58.71,52.75,457.92
18.41,1011.69,64.88,42.04,465.64
18.07,1024.72,69.15,44.92,457.53
12.82,1020.37,81.06,41.58,464.07
8.25,1011.3,87.1,43.14,479.95
16.99,1011.54,64.51,40.89,464.95
27.46,1013.28,63.73,69.98,435.36
21.11,1011.7,68.71,58.66,457.89
14.66,1017.45,88.57,40.73,459.23
26.19,1009.48,87.59,69.34,433.99
20.89,1006.12,59.12,67.71,445.39
25.16,1009.86,75.7,57.17,442.03
31.15,1014.85,42.11,67.45,431.97
9.63,1009.96,81.03,40.27,477.38
14.15,1013.5,77.63,39.28,471.23
25.77,1014.18,87.53,73.68,429.84
24.46,1011.02,76.66,68.61,440.58
26.21,1011.45,41.37,56.85,439.55
30.55,1009.15,63.52,66.25,440.74
14.13,994.6,93.02,41.23,467.84
3.73,1024.4,82.42,39.42,488.58
24.79,1017.9,53.83,59.21,446.04
16.57,1016.19,81.02,63.31,454.78
26.86,1012.99,50.04,68.08,436.25
22.09,1015.54,72.44,65.59,447.28
29.12,1015.69,37.9,66.51,432.88
14.45,1015.47,83.33,43.34,462.16
11.58,1020.41,74.09,41.74,478.06
32.55,1014.36,44.83,73.03,439.81
31.79,1007.89,56.3,76.2,434.01
19.7,1004.86,89.72,52.84,444.64
11.22,1008.96,72.38,41.66,477.53
21.83,1018.93,63.07,63.87,452.21
29.6,1007.07,62.65,71.94,429.02
28.07,1012,71.69,74.33,428.87
10.12,1018.22,85.93,38.38,477.73
9.84,1022.21,77.79,40.72,477.52
15.41,1007.69,65.17,44.78,456.83
22.64,1005.71,95.65,70.98,441.99
13.53,1014,90.63,42.86,471.73
8.94,1025.5,80.45,36.71,477.62
23.72,1016.65,69.1,58.62,447.49
21.26,1008.41,87.22,50.32,446.22
10.23,1017.53,89.93,42.32,473.59
7.64,1017.65,78.51,38.18,484.45
14.92,1004.83,83.7,41.16,465.72
27.62,1008.04,63.04,68.27,427.67
10.56,1005.08,89.71,40.22,478.02
17.9,1006.41,100.09,52.08,451.94
29.41,1009.82,67.4,64.05,444.82
17.68,1017.5,77.57,45.17,461.96
23.56,1002.54,69.07,49.16,443.02
25.01,1013.76,43.65,68.63,447.12
29.95,1017.68,51.91,67.25,433.13
22.36,1021.05,68.43,64.15,453.94
17.36,998.08,63.46,41.23,459.1
10.05,1015.51,84.21,40.71,471.68
21.94,1015.99,74.56,62.52,449.87
20.15,1001.85,59.32,39.72,456.87
7.31,1014.75,86.75,42.18,477.38
21.7,1014.95,73.33,64.44,448.51
4.86,1012.73,91.39,39.4,488.63
15.52,1022.97,52.92,41.93,471.97
6.94,1017.74,81.43,39.61,480.07
19.11,1014.76,45.86,44.85,464.66
16.84,1020.25,70.37,56.03,437.14
11.63,1022.89,87.12,40.55,474.67
21.24,1014.34,83.39,44.3,444
15.47,1007.69,91.07,46.48,462.58
29.42,1007.32,75.04,69.14,437.75
14.33,1010.82,88.59,42.86,469.52
18.75,1018.19,87.84,63.09,450.98
12.5,1013.99,90.91,43.67,473.26
28.98,1008.19,73.45,70.8,434.08
4.41,1005.54,68.85,42.07,488.36
16.61,1012.25,77.23,43.77,457.66
5.28,1003.82,80.84,42.07,485.24
9.83,1017.35,62.8,38.56,480.47
14.28,1013.96,82.71,37.2,467.44
32.87,1004.36,54.69,71.32,433.15
26.82,1016.32,55.76,66.51,439.48
30.56,1009.29,55.73,69.04,442.24
18.24,1012,84.4,59.15,449.48
22.18,1012.14,68.86,62.91,449.77
8.44,1019.9,70.72,41.17,486.15
13.74,1024.97,84.79,45.08,466.79
11.02,1020.69,92.13,41.26,471.93
19.6,1013.18,68.71,48.14,456.57
26.03,1011.61,60.75,69.68,449.54
20.71,1010.26,69.97,49.69,455.69
21.67,1010.84,92.19,61.45,443.82
19.13,1001.45,98.77,42.18,456.04
27.79,1012.86,45.71,69.23,435.06
6.08,1011.08,90.59,35.79,483.08
29.56,1011.42,53.18,71.14,432.09
15.84,1025.64,63.43,41.04,456.21
30.93,1013.33,62.1,69.98,432.25
20.45,1015.13,79.21,59.8,452.96
11.1,1021.98,94.14,40.92,462.07
17.06,1013.83,73.95,58.96,461.15
26.47,1013.72,79.4,63.13,441.81
25.03,1003.02,62.89,47.93,443.55
8.85,1020.99,86.05,41.06,486.4
16.74,1006.87,74.24,41.16,463
6.8,1023.17,95.4,41.16,477.8
24.26,1005.09,59.49,68.14,438.79
17.98,1009.61,84.11,60.1,452.57
22.97,1011.15,95.85,72.24,437.41
17.99,1008.64,75.04,43.72,453.02
29.29,1006.64,60.82,70.36,431.26
15.28,1024.32,81.24,43.71,463.44
14.16,1010.78,82.86,40.89,471.15
25.06,1014.7,67.98,52.36,454.13
18.97,1014.86,46.31,44.85,466.17
29.04,1009.55,66.58,70.72,437.95
19.72,1012.1,90.36,47.03,458.59
15.63,1009.38,82.8,44.9,457.44
12.19,1014.65,85.1,40.05,472.68
16.3,1007.88,76.61,41.16,463.47
14.8,1014.67,41.71,44.71,470.77
24.63,1010.45,85.36,59.57,440.67
12.32,1016.26,83.18,43.69,471.6
5.53,1020.78,97.25,40.64,479.88
13.11,1015.55,74.45,41.44,471.61
25.12,1009.26,82.95,77.95,433.4
14.84,1019.61,66.78,71.14,454.16
25.24,1013.56,50.91,67.45,438.99
12.87,1019.26,71.55,39.3,471.48
19.25,1012.01,73.26,43.43,451.08
15.11,1014.99,46.91,43.13,466.74
29.23,1002.71,65.24,77.3,438.05
12.6,1011.89,80.88,40.35,475.42
7.91,1016.48,68.94,38.56,485.95
23.45,1012.84,73.42,45.61,454.92
32.1,1013.31,55.84,69.98,431.09
16.25,1011.09,62.7,40.89,464.33
23.27,1005.01,74.83,68.28,444.86
17.01,1013.23,82.03,50.9,460.14
8.76,1033.29,76.5,41.82,480.08
27.35,1008.98,67.56,60.75,435.14
10.51,1010.7,96.29,37.5,474.24
23.56,1012.21,53.86,66.49,441.92
29.24,1009.62,59.71,60.23,438.24
29.86,1007.76,54.12,69.34,433.57
29.1,1006.28,60.22,76.2,435.97
11.38,1026.19,72.71,52.75,469.9
29.53,1013.22,59.75,64.44,440.1
8.48,1013.31,75.15,36.18,480.63
24.91,1015.25,82.39,69.89,438.29
26.46,1012.41,56.58,61.41,448.83
16.61,1009.34,65.47,25.88,460.97
11.77,1021.85,81.55,40.92,467.31
19.1,1020.18,76.38,56.53,455.52
9.19,1017.78,68.91,40.62,475.42
13.53,1017.52,84.02,42.03,466.71
14.94,1018.9,73.95,42.77,462.67
29.05,1011.33,72.5,70.32,437.16
15.27,1002.83,77.77,38.73,465.99
25.96,1014.52,50.03,60.95,444.19
15.75,1007.02,77.44,39.99,464.95
23.69,1009.32,89.7,77.54,440.21
11.92,1016.91,100.07,40.55,472.45
28.54,1007.42,67.87,72.99,432
13.72,1014.07,77,45.01,464.59
6.1,1020.21,67.24,40.07,494.43
12.64,1020.79,83.66,41.26,465.78
17.14,1018.59,77.22,58.16,458.61
25.43,1002.2,86.44,69.13,431.53
12.78,1025.16,85.14,41.04,461.61
21.17,1009.67,88.88,52.3,444.5
31.19,1007.29,51.91,70.94,436.6
12.42,1023.13,79.8,43.8,466.59
29.62,1010.09,43.1,70.02,439.35
16.29,1013.79,99.15,50.88,456.28
12.33,1011.84,80.01,39.28,476.49
26.8,1009.22,89.03,72.58,431.18
13.63,1012.71,72.85,43.22,464.62
27.47,1009.97,74.62,70.72,443.25
24.47,1013.05,66.34,57.85,445.37
13.46,1012.76,72.94,39.85,472.5
11.78,1011.37,82.95,39.96,472.79
10.42,1015.21,89.75,39.35,478.52
4.49,1012.01,76.5,40.27,494.24
25.45,1009.96,67.78,63.76,439.56
21.29,1008.85,71.6,47.45,447.78
22.65,1006.67,77.42,68.67,447.01
11.06,1013.09,89.8,41.5,476.24
25.56,1017.37,69.31,75.6,442.2
24.51,1005.57,63.53,51.95,449.73
25.76,1007.93,90.4,71.06,433.75
17.85,1017.16,86.68,48.14,451.9
13.83,1012.52,69.97,39.64,472.95
31.38,1008.73,73.27,72.29,430.58
18.39,1019.66,66.93,38.52,453.89
17.79,1015.71,67.13,45.01,454.4
23.57,1011.65,80.74,63.91,441.93
12.03,1015.93,85.07,40.75,474.97
26.82,1004.62,40,69.05,437.42
21.76,1018.96,85.06,60.27,446.86
31.23,1005.82,52.1,68.67,436.58
9.98,1017.83,98.07,41.01,466.05
12.86,1013.6,84.85,40.6,472.04
31.49,1010.71,40.16,73.5,432.13
9.08,1020.24,68.37,36.18,477.26
24.72,1008.39,81.03,77.54,438.52
21.49,1009.07,92.25,70.32,443.04
25.2,1009.78,64.96,63.76,438.15
18.39,1006.53,100.09,52.08,449.96
30.58,1011.61,37.43,65.18,437.17
30.2,1006.89,42.69,56.9,436.17
23.59,1006.64,48.92,47.43,447.36
28.61,1006,45.73,52.84,437.39
14.82,1028.04,69.81,42.74,466.34
31.7,1007.06,72.39,76.09,441.36
7.69,1013.08,88.37,36.24,482.46
21.79,1006.44,87.68,60.93,443.01
10.11,1017.17,97.82,41.62,463.57
12.25,1014.13,85.25,44.85,470.92
21.04,1017.22,63.02,65.46,452.12
17.01,1021.83,84.02,49.15,458.78
18.03,1015.99,89.03,58.86,450.33
30.4,1002.44,59.42,77.3,438.43
28.28,1006.38,64.99,56.9,445.61
28.6,1003.15,58.33,71.22,443.01
11.08,1014.45,74.99,38.16,473.32
11.68,1017.31,99.82,40.55,473.51
23.54,1013.78,64.28,65.27,445.19
14.32,1013.85,68.13,44.6,466.36
27.31,1006.24,71.99,59.54,440.13
30.06,1007.5,72.48,69.14,436.89
18.74,1019.4,55.16,44.34,468.84
25.93,1004.97,76.35,66.56,433.25
27.71,1012.72,47.25,54.2,440.74
20.15,1014.62,79.39,65.59,449.84
26.69,1012.55,57.59,59.21,436.33
16.26,1016.04,76.7,38.58,462.54
29.05,1017.63,51.16,75.6,439.14
14.1,1011.6,84.39,48.92,461.34
19.7,1011.83,89.86,54.42,450.48
